party,content,target,stance
esp: United Left,"Restituir al Asilo su carácter de Derecho Humano fundamental, con eliminación inmediata de la figura de “inadmisión a trámite” y",Immigration,FAVOR
deu: Alliance‘90/Greens,"Ein Einwanderungsgesetz versetzt das Land in die Lage, auf Einwanderungsprozesse sozial, human und demokratisch zu reagieren",Immigration,FAVOR
aut: Alliance for the Future of Austria,sowie Ausbau der  Sprachförderung im Kindergarten.,Integration,FAVOR
irl: Soldiers of Destiny,"Made the strategic decision to welcome workers from the new EU member states to fill vacancies in the services, construction and other sectors.",Immigration,FAVOR
nor: Liberal Party,"Gjennomgå opplæringstilbudet for dem som faller utenfor det  ordinære arbeidslivet, herunder rusavhengige og asylsøkere,  samt voksne som allerede er i arbeid.",Integration,FAVOR
swe: Liberal People’s Party,REGLER FÖR UTVISNING FÖRTYDLIGAS OCH ÅTERRESEFÖRBUDET SKÄRPS.,Immigration,AGAINST
deu: Social Democratic Party of Germany,"Damit sie in Zukunft mehr Möglichkeiten haben, ihre Fähigkeiten zum Einsatz zu bringen, planen wir eine bessere Anerkennung von Qualifikationen aus Herkunftsländern.",Integration,FAVOR
nld: Democrats‘66,Seksuele en relationele vorming moet - afgestemd op leeftijd -worden ingevoerd vanaf het basisonderwijs en tevens toegankelijker gemaakt worden voor jongeren en allochtonen.,Integration,FAVOR
fin: Finnish Rural Party,"Todellista inhimillistä hätää pakoon lähteneistä pitää tietysti huolehtia, mutta pakolaiskiintiöitä ei mielestämme pitäisi kuitenkaan kasvattaa, koska Suomella on vakavia ongelmia jo nykyisen pakolaiskiintiön vallitessa: 1300 turvapaikanhakijaa katosi jäljettömiin vastaanottokeskuksistamme pelkästään vuonna 2005.",Immigration,AGAINST
nor: Centre Party,. I dag er deltakelsen blant ungdom med minoritetsbakgrunn lavere enn for annen ungdom,Integration,FAVOR
nld: Christian Union,"Ook als we diepgaande religieuze verschillen hebben of ons aan elkaar ergeren, blijft de ruimte voor verschil – binnen de grenzen van de wet – gewaarborgd.",Integration,FAVOR
esp: United Left,"Pero, más allá del desarrollo y aplicación de la nueva normativa, Izquierda Unida define sus prioridades programáticas teniendo en cuenta la realidad de la inmigración en nuestro país y las perspectivas en el futuro inmediato que podríamos resumir en los siguientes puntos:",Immigration,NONE
che: Swiss People’s Party,Dies ist heute nicht mehr der Fall.,Immigration,AGAINST
nld: Democrats‘66,-Automatisch Nederlanderschap voor in Nederland geboren kinderen wier ouders vijf jaar of langer legaal in Nederland wonen;,Integration,FAVOR
nld: Democrats‘66,Deze kinderen komen al met taalachterstanden op school en halen die niet meer in.,Integration,AGAINST
deu: The Left,Im Gegenteil: Mit der Schule werden sie noch größer.,Integration,FAVOR
aut: Austrian Social Democratic Party,18.  die Zuwanderung vernünftig,Immigration,FAVOR
esp: United Left,Eliminación de las restricciones relativas al derecho de los extranjeros a presentarse como candidato en las elecciones municipales y europeas y que se limiten al máximo las exigencias relativas a periodos de residencia para el derecho de sufragio activo y pasivo.,Integration,FAVOR
usa: Democratic Party,And we need to crack down on employers who hire undocumented immigrants.,Immigration,AGAINST
esp: Basque Nationalist Party,"Promover e impulsar campañas de sensibilización y concienciación de la población autóctona para, por un lado, prevenir los prejuicios y comportamientos discriminatorios y, por otro, favorecer el acercamiento y conocimiento mutuo.",Integration,FAVOR
dnk: Danish People’s Party,Danmark har aldrig været et  indvandrerland.,Immigration,AGAINST
esp: United Left,"Dicha Ley debe contener una definición amplia de la figura de asilado, a semejanza de la descrita en la Convención de Addis Abeba de 1969, incluyendo, por tanto, a los desplazados por hambre, violencia interna o guerra.",Immigration,FAVOR
nor: Liberal Party,"Det vil fortsatt være behov for at utenlandsk helsepersonell ønsker å jobbe i Norge,",Immigration,FAVOR
esp: United Left,"De esta forma, los gobiernos de los Estados buscan eludir su responsabilidad directa en la aplicación de normas que aparecen como “emanadas de Bruselas” o de tal o cual grupo (el G-5, p.e.), como si no fueran parte integrante y determinante en ambos casos.",Immigration,AGAINST
esp: Canarian Coalition,y medidas eficaces de lucha contra la inmigración irregular.,Immigration,AGAINST
dnk: Red-Green Unity List,"Det eneste som kan sætte en stopper for krig, undertrykkelse og flug",Immigration,AGAINST
deu: Social Democratic Party of Germany,"Das neue Staatsbürgerschaftsrecht und jetzt das Zuwanderungsgesetz schaffen Klarheit und Steuerbarkeit, wo über Jahrzehnte die Realität missachtet und verdrängt wurde.",Immigration,FAVOR
deu: Alliance‘90/Greens,"Wo sie – auch unter dem Vorwand der „Beleidigung religiöser Gefühle“ – zum Angriffsziel menschenrechts- und demokratiefeindlicher Kräfte wird, werden wir entschlossen für sie Partei ergreifen.",Integration,FAVOR
deu: Alliance‘90/Greens,"Zu einer leistungsfähigen Gesundheitsversorgung tragen informierte Patientinnen und Patienten bei, die ihre Bedarfe selbstbewusst vertreten und ihre Behandlung mitgestalten können.",Integration,FAVOR
can: Quebec Bloc,"D'une part, les bureaux du ministère de l'Immigration sont absents des régions.",Immigration,NONE
esp: Popular Party,Nuestro compromiso y participación en el proceso de construcción europea define la respuesta que España ha de dar al fenómeno de la inmigración:,Immigration,FAVOR
fin: Green Union,"Meille kaikille kuuluu vapaus olla omanlaisiamme, ajatella itse ja hakeutua haluamiimme alakulttuureihin ilman negatiivista leimaamista.",Integration,FAVOR
dnk: Christian People’s Party,det er en god  måde at lære hinandens kultur  at kende på.,Integration,FAVOR
dnk: Radical Party,"Det kræver omfattende reformer og klare og enkle regler for den indiske it-ekspert, den russiske kemiingeniør eller den kinesiske forsker, som vil hjælpe danske virksomheder med at blive endnu bedre.",Immigration,FAVOR
nld: Christian Union,Ze hebben baat bij inzicht in de Nederlandse samenleving en beheersing van de Nederlandse taal.,Integration,FAVOR
nld: Labour Party,Daarbij past intolerantie noch onverdraagzaamheid.,Integration,FAVOR
aut: Austrian People’s Party,"Wer in Österreich Asyl bekommt, muss wissen, dass er nicht tun und lassen kann, was er will.",Immigration,AGAINST
esp: Basque Nationalist Party,"Particularmente en el caso de la flota atunera-congeladora, se dará prioridad a la negociación de nuevos Acuerdos de Pesca con Brasil, Chagos, Indonesia y los países del Forum Fisheries, así como al impulso de fórmulas de cooperación intergubernamentales en el caso del Pacífico Oriental.",Immigration,FAVOR
deu: Alliance‘90/Greens,Wir lehnen sie darum ab,Immigration,FAVOR
nor: Socialist Left Party,SV vil også ha utredet muligheten til å gi den norske borgeren forsørgerplikt i inntil tre år.,Integration,FAVOR
deu: Social Democratic Party of Germany,Dazu ist der Spracherwerb die erste und wichtigste Voraussetzung.,Integration,FAVOR
nld: Christian Democratic Appeal,Er moet een duidelijke koppeling zijn tussen immigratiebeleid en sociale zekerheid.,Immigration,FAVOR
aut: The Greens,wie die Abschiebung traumatisierter Menschen.,Immigration,FAVOR
aus: Australian Greens,"introduce and fully fund a Commonwealth Dental Scheme for low income earners and their families, which provides essential dental care and a full dental examination every two years.",Integration,FAVOR
nor: Norwegian Labour Party,motarbeide fanatisme og antidemokratiske holdninger i Norge,Integration,FAVOR
che: Green Party of Switzerland,"Weil die ausländischen Arbeitskräfte notwendig sind für die wirtschaftliche Entwicklung, ist die Schweiz seit Jahrzehnten ein Einwanderungsland.",Immigration,FAVOR
irl: Familiy of the Irish,"We will support EU moves to counter illegal immigration through a coordinated approach at European level,",Immigration,AGAINST
esp: Spanish Socialist Workers’ Party,- Introduciremos mejoras en el funcionamiento de la Oficina Española de Retorno en su misión de asesorar e informar al emigrante de todos aquellos trámites para su regreso.,Immigration,FAVOR
nld: Democrats‘66,Het is ook een prima manier om te integreren.,Integration,FAVOR
swe: Moderate Coalition Party,Alliansregeringen har genomfört flera reformer för att förbättra integrationen.,Integration,FAVOR
nor: Norwegian Labour Party,Det er mange grunner til at noen trenger ekstra bistand for reelt å få like gode muligheter som andre.,Integration,FAVOR
nor: Socialist Left Party,. I  tillegg vil SV fortsatt gå i front for lesbiske og homofiles rettigheter,Integration,FAVOR
deu: Free Democratic Party,- Dem Erlernen der deutschen Sprache muß als dem entscheidenden Faktor gesellschaftlicher Teilhabe ein größerer Stellenwert eingeräumt werden,Integration,FAVOR
nld: Socialist Party,"In het verleden zijn altijd mensen uit Nederland geëmigreerd, en mensen uit het buitenland hier komen werken.",Immigration,FAVOR
deu: Alliance‘90/Greens,Es fußt immer noch überwiegend auf dem Bluts- und Abstammungsprinzip,Immigration,NONE
nor: Socialist Left Party,og et helhetlig lovvern mot diskriminering.,Integration,FAVOR
nor: Christian People’s Party,Det er viktig å legge til rette for at ulike religioner og kulturer får leve side om side med gjensidig respekt.,Integration,FAVOR
aus: Katter's Australian Party,Our immigrant heritage is quintessential to being Australian.,Immigration,FAVOR
deu: Alliance‘90/Greens,Der Arbeitsmarkt ist ein Schlüssel zur Integration.,Integration,FAVOR
esp: Convergence and Union,es preciso que tengamos en cuenta también los lugares en los que se integrarán las personas venidas de fuera.,Integration,FAVOR
fin: Finnish Rural Party,"Ei ole järkevää asuttaa työttömiä maahanmuuttajia verovaroilla kaupunkeihin, joissa asumisen hinta on kaikkein korkein.",Integration,AGAINST
nld: People’s Party for Freedom and Democracy ,"Zolang gemeenten opvang blijven bieden, is er geen prikkel om Nederland daadwerkelijk te verlaten.",Immigration,AGAINST
nld: Socialist Party,Achtereenvolgende regeringen hebben toegestaan dat in de grootste steden witte en zwarte woonwijken en witte en zwarte scholen een normaal verschijnsel zijn geworden.,Integration,NONE
nor: Liberal Party,"Å lære språket er nødvendig for å leve, virke og delta aktivt i et samfunn.",Integration,FAVOR
nor: Progress Party,at innv    andrere og asylsøkere som kommer fra områder med stor sykdomsrisiko gjennomgår en obligatorisk helsetest,Immigration,AGAINST
nor: Centre Party,. Personer som ønsker å hente utenlandsk ektefelle må ha arbeidet eller tatt utdanning i minst fire år etter fylte 16 år.,Integration,AGAINST
swe: Liberal People’s Party,Sverige kommer för alltid att vara ett mångkulturellt land med olika religioner och kulturer sida vid sida – bara om vi ser det och bejakar det blir vi framgångsrika.,Integration,FAVOR
irl: Soldiers of Destiny,Most western countries experienced a surge in asylum and economic immigration in the last decade.,Immigration,NONE
aut: Alliance for the Future of Austria,Damit Zuwanderung in einem für die soziale Sicherheit notwendigen und erforderlichen Ausmaß stattfindet.,Immigration,NONE
esp: Popular Party,"Atención preferente a la víctima del delito, a la que debe ofrecerse la máxima protección y ayuda,",Integration,FAVOR
esp: Canarian Coalition,"Hasta que no se consiga poner en marcha la reforma de la nacionalidad española, Coalición Canaria-Partido Nacionalista Canario-Partido de Independientes de Lanzarote abogará por que se modiﬁque la Ley de Extranjería, de manera que se dé trato preferente a los nietos de españoles.",Immigration,NONE
nor: Norwegian Labour Party,innføre gratis korttidsbarnehage for alle barn i områder med en stor andel minoritetsspråklige barn.,Integration,FAVOR
swe: Liberal People’s Party,"Eftersom den avgörande skillnaden mellan medborgarskap och permanent uppehållstillstånd, förutom rätten att rösta i riksdagsval, är möjligheten att bli utvisad, anser vi att det naturliga är att frågan om utvisning alltid ska prövas när en person utan svenskt medborgarskap döms för ett grovt brott.",Immigration,AGAINST
deu: Free Democratic Party,Für den Rechtsschutz der Bürger muß Europol der Gerichtsbarkeit des Europäischen Gerichtshofs unterstellt werden,Immigration,AGAINST
deu: Alliance‘90/Greens,Auch Nicht-EU-Bürgerinnen und -Bürger sollen deshalb ein kommunales Wahlrecht erhalten.,Integration,FAVOR
deu: Party of Democratic Socialism,"Die Verbände der nationalen Minderheiten sind wirksam in die Vorbereitung von Entscheidungen der Bundesregierung, der Landesregierungen und in die Verwaltungs- und Planungstätigkeit, die ihre besonderen nationalen Interessen betreffen, einzubeziehen",Integration,FAVOR
deu: The Left,"Beispiel: Beschäftigte sollen zweimal in ihrem Berufsleben die Möglichkeit haben für ein Jahr auszusteigen (Sabbatjahr), verbunden mit einem Rückkehrrecht auf den gleichen oder einen gleichwertigen Arbeitsplatz.",Integration,FAVOR
dnk: Christian People’s Party,"byde  indvandrerne inden for i  vort rige foreningsliv,",Integration,FAVOR
dnk: Liberal Alliance,"Vi mener, der er brug for Ny Alliance i dansk politik til at bryde VKO-flertallet og til at arbejde for:",Immigration,NONE
esp: United Left,"- Potenciar el asociacionismo juvenil de los residentes en el extranjero, como cauce de expresión y participación en la resolución de sus problemas específicos.",Integration,FAVOR
nor: Christian People’s Party,Mennesker beveger seg i større grad over landegrenser enn før.,Immigration,NONE
fin: Christian Democrats in Finland,"Maahanmuuttajille kerrotaan kotouttamisvaiheessa suomalaisen yhteiskunnan periaatteet ja ne maahanmuuttajan kulttuuriset tavat, jotka ovat ristiriidassa lainsäädäntömme kanssa.",Integration,AGAINST
nor: Norwegian Labour Party,Begge folk har den samme rett og de samme krav til å utvikle sin kultur og sitt språk.,Integration,FAVOR
nld: Christian Democratic Appeal,"Het niet of onvoldoende meewerken aan inburgering, of het door de aspirant-inburgeraar afwijzen van de Nederlandse samenleving leid tot sancties, in elk geval dat een verblijfsvergunning voor onbepaalde tijd niet wordt verkregen; daar-naast kan sprake zijn van boetes of korting op uitkeringen.",Integration,AGAINST
dnk: Danish People’s Party,"Og vi skal stille krav om, at indvandrere følger danske love, regler og grundlæggende værdier som ligestilling, demokrati og ytringsfrihed –",Integration,NONE
nld: Christian Union,De overheid is hierin een bondgenoot van de lokale bewoners door te werken aan integratie van nieuwkomers en bijvoorbeeld het algemene gebruik van het Nederlands verder te stimuleren zodat we elkaar allemaal verstaan.,Integration,FAVOR
che: Swiss People’s Party,Unverbesserliche kriminelle  ausländische Jugendliche sind mit ihren Eltern des Landes  zu verweisen.,Integration,AGAINST
aus: Australian Greens,The Australian Greens support a fair go for asylum seekers:,Immigration,FAVOR
deu: The Left,"Deshalb fordern wir eine humane Flüchtlingspolitik auf deutscher und europäischer Ebene,",Immigration,FAVOR
dnk: Danish People’s Party,og kravene til ordentlige danskkundskaber skal skærpes betydeligt.,Integration,AGAINST
dnk: Radical Party,"- at åbne for idrætstilbud til menneske; som ikke er medlemmer af idrætsforeningerne, f.eks. flygtninge/indvandrere, psykisk syge, socialt belastede unge m.fl.",Integration,FAVOR
deu: Alliance‘90/Greens,für die Freiheit des Religionswechsels,Integration,FAVOR
nld: Democrats‘66,De overheid moet hulpverleners in staat stellen een dergelijk beleid te voeren.,Integration,FAVOR
deu: Free Democratic Party,-   Auf dem Weg der Integration möchten wir alle 28 Staaten mitnehmen.,Integration,FAVOR
esp: Popular Party,"-Crearemos programas específicos, en colaboración con las Comunidades Autónomas y Ayuntamientos, para la integración de los inmigrantes mediante la práctica del deporte,",Integration,FAVOR
nor: Socialist Left Party,Utlendingsnemnda bør derfor erstattes av et system med særdomstol som i Sverige.,Immigration,AGAINST
nor: Liberal Party,Sørge for at de som  oppholder seg ulovlig i landet får rett til helsehjelp utover akutthjelp når manglende hjelp kan få alvorlige helsemessige konsekvenser,Integration,FAVOR
deu: Social Democratic Party of Germany,"Wir wollen eine Gesellschaft, die sich jeder Form der Diskriminierung widersetzt",Integration,FAVOR
nor: Norwegian Labour Party,Norge har et moralsk ansvar for mennesker i nød,Immigration,FAVOR
deu: Alliance‘90/Greens,"Wir wollen die Blockaden wegräumen und Wege aufzeigen, die die Potentiale aller Kinder und Jugendlichen zur Entfaltung bringen.",Integration,FAVOR
deu: The Left,"Opferschutz und Entschädigungen müssen unabhängig von einer Bereitschaft der Opfer, als Zeugin oder Zeuge in einem Strafverfahren auszusagen, gewährt werden.",Integration,FAVOR
nld: Christian Democratic Appeal,Wie Nederland binnenkomt moet deelgenoot van de samenleving worden.,Integration,FAVOR
deu: Alliance‘90/Greens,"Junge Deutsche, die auch noch den Pass eines anderen Staates haben, müssen die deutsche Staatsbürgerschaft behalten dürfen, auch wenn sie nach ihrem 23. Geburtstag die andere Staatsangehörigkeit nicht aufgeben wollen.",Integration,FAVOR
nld: Socialist Party,"Asielzoekers die geen recht hebben op opvang in Nederland, moeten terugkeren naar hun land van herkomst.",Immigration,AGAINST
deu: Christian Democratic Union/C.Social Union ,Das bürgerschaftliche Engagement mit und von Zuwanderern zur Gestaltung des Zusammenlebens wirkt identitätsstiftend.,Integration,FAVOR
nld: Labour Party,"We willen een lokaal georganiseerd maatwerk, via bijvoorbeeld 25 steunpunten, opzetten voor de terugkeer van afgewezen vreemdelingen en illegalen.",Immigration,AGAINST
fin: Left Wing Alliance,"Vaikka suomalaisten työehtojen tulisi koskea myös heitä, on ilmennyt paljon työehtojen polkemista ja väärinkäytöksiä, joihin ovat syyllistyneet epärehelliset työnantajat.",Integration,NONE
esp: Popular Party,"e incorpore información permanente, actualizada y disponible sobre los extranjeros.",Immigration,FAVOR
nld: Christian Union,"10.000 participatiebanen in de publieke sector te creëren, waardoor de kwaliteit van dienstverlening omhoog kan (bijvoorbeeld conciërges op scholen).",Integration,FAVOR
swe: Moderate Coalition Party,och öka möjligheterna till rörlighet över gränserna.,Integration,FAVOR
dnk: Radical Party,"- retssikkerheden kræver, at asylansøgere ikke behandles efter politisk vilkårlighed.",Immigration,FAVOR
nld: Socialist Party,"De asielprocedure moet snel, zorgvuldig en duidelijk zijn en ruimte geven aan asielzoekers om in alle rust hun vluchtverhaal te doen.",Immigration,FAVOR
deu: Alliance‘90/Greens,Mehrstaatigkeit muss generell erlaubt sein.,Integration,FAVOR
esp: Spanish Socialist Workers’ Party,"La política exterior en materia de inmigración en esta legislatura ha conseguido importantes éxitos bilaterales como los Convenios Marco en materia de cooperación migratoria, dirigidos a apoyar y coordinar las iniciativas de cooperación y a ordenar de manera efectiva los flujos de inmigrantes con países como Senegal,",Immigration,NONE
esp: Spanish Socialist Workers’ Party,"Por ello reafirmamos, finalmente, nuestro compromiso de adoptar medidas específicas para erradicar la pobreza, luchar contra la exclusión social y fortalecer la igualdad de oportunidades en particular en relación con los jóvenes, las mujeres, las personas mayores, las familias monoparentales, las familias numerosas, las personas con discapacidad, los inmigrantes y las minorías étnicas.",Integration,FAVOR
nld: Green Left,Voor velen zit de arbeidsmarkt op slot.,Integration,NONE
deu: Christian Democratic Union/C.Social Union ,Die EU-Grenzen müssen von jedem Mitgliedstaat gegen illegale Zuwanderung und organisierte Einschleusung gesichert werden,Immigration,AGAINST
nor: Progress Party,". hvis søker er gift med norsk borger, er kravet om botid minimum fem år.",Integration,AGAINST
nld: Green Left,Naast informatie van  ambassades wordt ook informatie van mensenrechtenorganisaties meegewogen.,Immigration,AGAINST
nor: Socialist Left Party,"Denne likestillingen innebærer at kvinnene blir økonomisk uavhengige,",Integration,FAVOR
deu: Christian Democratic Union/C.Social Union ,CDU und CSU bekennen sich zur Geschichte aller Deutschen.,Immigration,FAVOR
nor: Christian People’s Party,Samisk kultur og annen minoritetskultur må sikres vekst- og utviklingsmuligheter.,Integration,FAVOR
deu: The Left,Nötig sind dagegen gezielte Förderangebote und eine konsequente Anti-Diskriminierungspolitik.,Integration,FAVOR
deu: Free Democratic Party,Die Vereinten Nationen müssen reformiert werden und in ihren Strukturen die politischen und ökonomischen Realitäten zu Beginn des 21. Jahrhunderts angemessen widerspiegeln.,Immigration,FAVOR
swe: Christian Democratic Community Party ,och samma regler ska gälla för alla oavsett bakgrund.,Integration,FAVOR
nor: Centre Party,. Derfor går vi blant annet inn for å kutte arbeidsgiveravgiften for flyktninger i de fem første årene de er bosatt i Norge,Integration,FAVOR
nor: Socialist Left Party,. Norge bør ikke bidra til «brain drain» ved aktiv verving av kvalifiserte fagfolk fra fattige land.,Immigration,FAVOR
che: Swiss People’s Party,"Die ergriffenen Massnahmen, insbesondere die stark verkürz-ten Verfahren und der Sozialhilfestopp für Personen mit einem  Nichteintretensentscheid, zeigen Wirkung.",Immigration,AGAINST
esp: Forum Asturias,"El rígido sistema actual dificulta en ocasiones la contratación, evaluación, remuneración y promoción por parte de las universidades, del personal docente e investigador más cualificado para sus necesidades, especialmente si se trata de personas provenientes de otros países, e incluso de otras Comunidades autónomas, lo que es un fuerte obstáculo para la movilidad y para la captación de talento.",Integration,FAVOR
nld: Christian Democratic Appeal,het ontwikkelen van een gemeenschappelijk Europees beleid ten aanzien van immigratie.,Immigration,AGAINST
aus: Australian Greens,increase the number of places within the Humanitarian Migration Program to include environmental refugees.,Immigration,FAVOR
nor: Christian People’s Party,"jobbe for at det blir nulltoleranse mot diskriminering og trakassering uansett kjønn, etnisk bakgrunn, livssyn, seksuell orientering og nedsatt funksjonsevne.",Integration,FAVOR
esp: United Left,"- Defensa de los intereses económicos, sociales y culturales españoles en el exterior cuando afecten al conjunto del Estado.",Integration,NONE
che: Swiss People’s Party,"Viele leben von der Sozialhilfe, manche sind  in einträgliche Schleppergeschäfte und in den Drogenhandel  verwickelt.",Immigration,AGAINST
deu: Alliance‘90/Greens,"und wollen, dass Deutschland sich im Rahmen der EU für die generelle Überprüfung der Visumspflicht der einzelnen Staaten starkmacht und insbesondere darauf hinwirkt, dass die Visumspflicht für Menschen aus den Ländern der Östlichen Partnerschaft, Russland, Kosovo und der Türkei zügig aufgehoben wird.",Immigration,FAVOR
esp: Canarian Coalition,"Diferenciar, en cualquier revisión del modelo de ﬁnanciación, entre fondos de cohesión destinados a reducir desigualdades entre Comunidades Autónomas, como es el caso de los servicios de referencia, y otros fondos destinados a compensar a las Comunidades por la asistencia que presten a pacientes desplazados, tanto nacionales como a extranjeros comunitarios y no comunitarios.",Integration,FAVOR
esp: Commitment-Q,Apostamos de forma seria por la regularización de todas las situaciones,Integration,FAVOR
fin: National Coalition,Hän muutti Suomeen neljä vuotta sitten saatuaan opiskelupaikan Teknillisestä korkeakoulusta.,Integration,FAVOR
nld: Socialist Party,De behandeling van asielzoekers heeft geleid tot terechte internationale kritiek.,Immigration,AGAINST
che: Green Liberal Party,Probleme der Integration müssen offen und pragmatisch angegangen werden.,Integration,FAVOR
deu: Alliance‘90/Greens,"Das Niederlassungsgesetz soll anstelle des restriktiven Ausländerrechts für alle gelten, die seit mindestens drei Jahren rechtmäßig in Deutschland leben",Integration,FAVOR
aut: Austrian Social Democratic Party,"Faire, verbindliche und einklagbare Rahmenbedingungen in der Vertragsgestaltung in allen Segmenten des Arbeitsmarktes sollen sicherstellen, dass die Risiken nicht einseitig den ArbeitnehmerInnen aufgebürdet werden.",Integration,FAVOR
nor: Norwegian Labour Party,"Likeverd, solidaritet, rettferdighet og en god fordelingspolitikk er bærebjelkene for Arbeiderpartiets integreringspolitikk.",Integration,FAVOR
nld: People’s Party for Freedom and Democracy ,Medicalisering van de asielprocedure wordt tegengegaan.,Immigration,AGAINST
dnk: Radical Party,"Radikale Venstre ønsker, at Danmark skal tage et medansvar for, hvordan flygtninge og asylansøgere modtages og behandles i Europa.",Immigration,NONE
nld: Christian Democratic Appeal,Het vertrouwen tussen bevolkingsgroepen wordt niet hersteld door de scheidslijnen tussen ‘wij’ en ‘zij’ te benadrukken.,Integration,FAVOR
aut: Austrian Social Democratic Party,"Außerdem werden wir ein gemeinsames europäisches Asylrecht vorantreiben, um eine fairere Verteilung der Asylanträge auf alle EU-Staaten bis 2010 zu erreichen.",Immigration,FAVOR
nld: Christian Union,De overheid is zeer terughoudend in het beoordelen van de inhoud van preken en godsdienstsamenkomsten.,Integration,AGAINST
nor: Liberal Party,Styrke Det flerspråklige bibliotek og flerkulturelle bibliotekprosjekter.,Integration,FAVOR
che: Swiss People’s Party,Eine freizügige Zuwande-rung kann nur in einer freiheitlichen Marktwirtschaft funktio-nieren.,Immigration,AGAINST
nld: Christian Democratic Appeal,In een land waar verschillende culturen samenleven is onderlinge betrokkenheid de beste garantie voor de toekomst.,Integration,FAVOR
deu: Alliance‘90/Greens,Das ”Asylbewerberleistungsgesetz” mit seinen diskriminierenden Regelungen wollen wir streichen,Immigration,FAVOR
deu: Free Democratic Party,Für eine umfassende und klare Regelung der Zuwanderung fehlte den anderen Parteien jedoch bis jetzt der Mut.,Immigration,NONE
deu: Christian Democratic Union/C.Social Union ,"CDU und CSU halten eine nationale Visa-Einlader- und Warndatei für dringend geboten, um Visummissbrauch effektiv zu bekämpfen.",Immigration,AGAINST
che: Conservative Democratic Party of Switzer. ,Missbräuche im  Asylwesen sind konsequent zu bekämpfen.,Immigration,FAVOR
che: Green Party of Switzerland,Einbürgerungen an der Urne kommen für die Grünen nicht in Frage!,Integration,NONE
esp: Popular Party,Lucharemos contra el elevado fracaso escolar de los menores extranjeros.,Integration,FAVOR
deu: Alliance‘90/Greens,"Menschenwürdige Mindeststandards, wie Zugang zu Gesundheitsversorgung, Schule und Ausbildung, müssen allen Menschen gewährt werden, unabhängig von ihrem Aufenthaltsrecht",Integration,FAVOR
nld: Christian Union,"Op landen die weigeren uitgeprocedeerde asielzoekers weer op te nemen, dient in EU-verband druk te worden uitgeoefend.",Immigration,AGAINST
aut: Austrian Freedom Party,und unsere Kultur und Lebensart schätzen.,Integration,NONE
nld: Christian Union,Asielzoekers behoren zo snel mogelijk te weten waar zij aan toe zijn.,Immigration,FAVOR
aut: Austrian People’s Party,Mit uns wird es keine Abschaffung der neuen Ermittlungsmethoden geben.,Immigration,AGAINST
esp: Popular Party,Trabajar por un país abierto.,Immigration,FAVOR
dnk: Social Democratic Party,Men jo mere vi kan give en håndsrækning til fred og fremgang i flygtningenes hjemland,Immigration,FAVOR
nld: Socialist Party,"Een volledige asielprocedure mag niet langer dan 1 jaar duren, inclusief beroep bij de rechtbank, en dient waarborgen te bevatten voor een zorgvuldige besluitvorming.",Immigration,AGAINST
nor: Socialist Left Party,. Ved ledig arbeid skal kvalifiserte ansatte tilbys utvidelse av sitt arbeidsforhold til hel stilling,Integration,FAVOR
nor: Christian People’s Party,"at behandlingstiden for asylsøknader skal kortes ned til maksimum 6 måneder, blant annet gjennom å styrke Utlendingsdirektoratet og Utlendingsnemnda.",Immigration,FAVOR
deu: Alliance‘90/Greens,"Deshalb fordern wir Kultur- und Bildungsinstitutionen der Sinti und Roma sowie der sorbischen, dänischen und friesischen Minderheit gleichberechtigt finanziell zu fördern.",Integration,FAVOR
deu: The Left,Die Bundesrepublik muss endlich die notwendigen Schlussfolgerungen aus der wiederholten Kritik des Europarats ziehen.,Integration,FAVOR
deu: Social Democratic Party of Germany,"Wer politisch verfolgt ist, hat Anspruch auf Schutz",Immigration,FAVOR
esp: Spanish Socialist Workers’ Party,- Prevendremos las situaciones de irregularidad sobrevenida por circunstancias no imputables al trabajador o residente extranjero.,Integration,AGAINST
nld: People’s Party for Freedom and Democracy ,"Migranten die de Nederlandse taal niet goed beheersen, hebben wat de VVD betreft geen recht op bijstand.",Integration,AGAINST
aut: Austrian Freedom Party,hunderttausende davon sind illegal im Land.,Immigration,AGAINST
nld: Green Left,Huwelijksmigranten en kinderen kunnen zich in Nederland bij hun partner of ouder voegen.,Immigration,FAVOR
deu: Christian Democratic Union/C.Social Union ,Die Integration der auf Dauer rechtmäßig bei uns lebenden ausländischen Mitbürger wollen wir weiter fördern,Integration,FAVOR
esp: Spanish Socialist Workers’ Party,Programas especiales para atender las necesidades singulares de alojamiento temporal de los trabajadores estacionales y de los inmigrantes recién llegados.,Immigration,FAVOR
nor: Conservative Party,for å understreke forventningen om dette vil høyre innføre en obligatorisk språk- og kunnskapstest for alle som søker statsborgerskap.,Integration,AGAINST
deu: The Left,"damit die Benachteiligung von Migrantinnen, Migranten und Flüchtlingen beendet wird.",Integration,FAVOR
deu: The Left,mit gesamtgesellschaftlich negativen Folgen auf das Zusammenleben.,Integration,NONE
deu: Christian Democratic Union/C.Social Union ,Die Ausländerarbeitslosigkeit hat sich in dieser Zeit massiv erhöht und liegt heute mit rund 20% doppelt so hoch wie in der Gesamtbevölkerung.,Integration,AGAINST
aut: Austrian Social Democratic Party,"Dazu müssen die Asylverfahren, die oft mehrere Jahre dauern, beschleunigt werden",Immigration,FAVOR
che: Green Party of Switzerland,Die Verfahren müssen menschenrechtskonform sein und die internationalen und europäischen Konventionen erfüllen.,Immigration,FAVOR
