party,content,target,stance
deu: Social Democratic Party of Germany,"Wir wollen mit besonderen Förderprogrammen und Modellprojekten dazu beitragen, dass die Position von Migrantinnen und Migranten im Erwerbsleben besser wird.",Integration,FAVOR
nld: Party of Freedom,Het ziet twee categorieën: moslims en kaffirs (niet-moslims).,Integration,NONE
deu: Party of Democratic Socialism,"Eine Gesellschaft, die soziale Spaltungen und Ausgrenzungen duldet oder gar fördert, die soziale, politisch hergestellte Regeln durch private Ellenbogenfreiheit und das Gesetz des ökonomisch Stärkeren ersetzt, bringt wachsende Unsicherheit, Ängste und Konflikte hervor.",Integration,FAVOR
deu: Social Democratic Party of Germany,"Deshalb wollen wir das Verfahren, das mit erheblichen Restriktionen verbunden ist, aussetzen.",Immigration,FAVOR
deu: Christian Democratic Union/C.Social Union ,"Um den Zuzug gewaltbereiter Ausländer zu unterbinden, werden wir die Regelanfrage bei Verfassungsschutz und Nachrichtendienst vor jeder Einbürgerung oder Erteilung eines dauerhaften Aufenthaltsrechts vorschreiben.",Immigration,AGAINST
esp: Spanish Socialist Workers’ Party,"Desde la perspectiva de la política exterior, este objetivo implica la promoción de políticas públicas migratorias bilaterales y multilaterales y de una arquitectura institucional eficaz que las haga posibles.",Immigration,FAVOR
fin: Finnish Social Democrats,Maahanmuuttajien muuntokoulutusta sekä muualla suoritettujen opintojen tunnustamismenettelyä on kehitettävä.,Integration,FAVOR
aut: Austrian Freedom Party,Der Grundtatbestand der gerichtlich strafbaren Schlepperei wurde ausgeweitet und in das Fremdenrecht aufgenommen.,Immigration,AGAINST
swe: Liberal People’s Party,där vi ser till att människors potential tas tillvara kan vara en av de viktigaste framgångsfaktorerna för vårt land.,Integration,FAVOR
deu: Christian Democratic Union/C.Social Union ,"Wir werden Schluss machen mit einer Politik, die einerseits Zuwanderung gezielt ausweitet und andererseits die erforderliche Integration vernachlässigt, vorhandene Integrationsangebote streicht und Länder und Kommunen mit den Kosten der Integration und den Folgen mangelnder Integrationserfolge allein lässt.",Integration,FAVOR
aus: Australian Greens,Many asylum seekers have had no opportunity to apply to immigrate through official procedures.,Immigration,NONE
deu: Social Democratic Party of Germany,"Wer politisch verfolgt ist, hat Anspruch auf Schutz",Immigration,FAVOR
aut: Austrian Freedom Party,Sozialmissbrauch ist als Straftatbestand ins Strafgesetzbuch aufzunehmen und mit Abschiebung zu ahnden.,Integration,AGAINST
esp: Popular Party,"Priorizaremos en la cooperación al desarrollo, la colaboración efectiva en materia de inmigración, dando preferencia en la Ayuda Oficial al Desarrollo a aquellos países que colaboren activamente en la lucha contra la inmigración irregular.",Immigration,AGAINST
nld: People’s Party for Freedom and Democracy ,Van de aanvrager wordt verwacht dat hij juiste en volledige informatie verstrekt en beschikt over de juiste reis- of identiteitsdocumenten.,Immigration,AGAINST
swe: Liberal People’s Party,Skadeståndsbeloppet vid all arbetsmarknadsrelaterad diskriminering ska höjas substantiellt till minst ett års förlorad arbetsinkomst.,Integration,FAVOR
nor: Christian People’s Party,Norge må gjøre mer for å gi mennesker som trenger det beskyttelse.,Immigration,FAVOR
esp: Spanish Socialist Workers’ Party,controlar adecuadamente las solicitudes de visado turístico y las entradas de corta estancia,Immigration,NONE
esp: Popular Party,La inserción de alumnos inmigrantes en el sistema educativo exige un esfuerzo suplementario que garantice su integración.,Integration,FAVOR
deu: Christian Democratic Union/C.Social Union ,Der frühe Kontakt zu Kindern mit deutscher Muttersprache ist für den Spracherwerb von Migrantenkindern von großer Bedeutung.,Integration,FAVOR
nor: Progress Party,". det må også stilles krav om minimum ti års botid, regnet fra tidspunktet for innvilgelse av søknad om oppholdstillatelse",Integration,AGAINST
nor: Norwegian Labour Party,"Når man diskriminerer taper ikke bare den som utsettes for det, men også samfunnet og fellesskapet fordi talenter og evner ikke blir brukt.",Integration,FAVOR
deu: Free Democratic Party,"Chancen zur Teilhabe zu bieten bedeutet aber auch, alle Anstrengungen zu unternehmen, Menschen zur Integration zu befähigen.",Integration,FAVOR
nor: Norwegian Labour Party,. Det betyr at vi må bidra til økt aksept for at folk kan være ulike,Integration,FAVOR
esp: United Left,"Agilización de los procesos administrativos de extranjería, empadronamiento y, en especial, de homologación de títulos.",Integration,FAVOR
che: Social Democratic Party of Switzerland ,"Im Fall von Bürgerkriegen oder Stammesfeden, bei denen die Integrität oder das Leben der Menschen gefährdet ist, wird der Flüchtlingsstatus nie anerkannt, weil es keinen Staat (mehr) gibt.",Immigration,FAVOR
aut: Austrian Social Democratic Party,Besonders junge Menschen brauchen bei der Frage ihrer Berufswahl eine fundierte Begleitung.,Integration,FAVOR
nor: Progress Party,5.Føre en familiepolitikk som styrker  foreldrenes mulighet til å ta ansvar  for barn og ungdoms handlinger  gjennom oppdragelsen.,Integration,FAVOR
che: Christian Social Party,"Menschen, welche aus einer existentiellen Notsituation heraus ihre Heimat verlassen, brauchen den Schutz der Schweiz als Staat und die Hilfe der Schweizer Bevölkerung.",Immigration,FAVOR
nld: Socialist Party,Aan het gesleep van bewoners – en hun schoolgaande kinderen – moet een einde komen.,Integration,FAVOR
nld: People’s Party for Freedom and Democracy ,"Er moet meer samenwerking komen op het gebied van energie, migratie, infrastructuur, onderzoek en ontwikkeling, en criminaliteit- en terrorismebestrijding.",Immigration,AGAINST
nld: People’s Party for Freedom and Democracy ,"De VVD wil tot slot geen laaggeschoolde arbeidskrachten van buiten de EU toelaten, ook niet op tijdelijke basis.",Immigration,AGAINST
aut: Austrian Freedom Party,Es kann für Ausländer keinen Rechtsanspruch auf einen Studienplatz in Österreich geben.,Integration,AGAINST
nld: Green Left,Voor de opleidingskosten kan een vorm  van studiefinanciering worden aangevraagd.,Integration,FAVOR
swe: Moderate Coalition Party,En väg att minska risken för diskriminering i arbetslivet är att använda ett anonymiserat anställningsförfarande.,Integration,FAVOR
nor: Progress Party,økt produktivitet i offentlig og skjermet  sektor,Integration,FAVOR
nor: Socialist Left Party,SV vil legge press på Israel og være pådriver i kampen mot apartheidmuren på den okkuperte Vestbredden i henhold til uttalelsen til den internasjonale domstolen i Haag.,Immigration,FAVOR
deu: Social Democratic Party of Germany,"Sie ist in aggressiver Form rassistisch, antisemitisch und fremdenfeindlich und missbraucht das Parteienprivileg unserer Verfassung.",Integration,NONE
nld: Party of Freedom,Verbod op buitenlandse financiering of buitenlandse bestuurlijke invloed moskeeën,Integration,AGAINST
aut: Austrian Social Democratic Party,"Integration bedeutet ein Miteinander auf allen Ebenen, keine Spaltung der Gesellschaft.",Integration,FAVOR
nld: People’s Party for Freedom and Democracy ,Arbeidsparticipatie is de beste weg tot integratie.,Integration,FAVOR
nor: Socialist Left Party,". SV vil verne om retten til asyl, og sikre folk som flykter til Norge en rettferdig behandling av søknad om asyl.",Immigration,FAVOR
esp: Canarian Coalition,"Miles de personas abandonan su hogar, familia, hijos y amigos embarcándose rumbo a lo desconocido, cuando no a la muerte.",Immigration,NONE
dnk: Red-Green Unity List,En mere retfærdig fordeling kunne f.eks. tage udgangspunkt i de enkelte landes størrelse og kapacitet.,Immigration,AGAINST
usa: Republican Party,"It has escalated with the rise of gangs composed largely of illegal aliens, most of whose victims are law-abiding members of immigrant communities.",Immigration,AGAINST
nld: Green Left,"Zij verdienen dezelfde kansen, rechten en plichten als andere burgers van dit land.",Integration,FAVOR
che: Swiss People’s Party,"setzt sich dafür ein, dass Kulturförderbeiträge nicht  unter Diskriminierung der Volkskultur verteilt werden;",Integration,FAVOR
deu: The Left,- Das Aufenthaltsrecht von Migrantinnen und Migranten/Flüchtlingen darf nicht vom Familienstatus oder von wirtschaftlichen und sozialen Verhältnissen sowie Deutschkenntnissen abhängig gemacht werden.,Integration,FAVOR
deu: Free Democratic Party,"Jeder Mensch, der rechtmäßig oder geduldet in Deutschland lebt, soll das Recht haben, seinen Lebensunterhalt selbst zu verdienen.",Integration,FAVOR
nld: Christian Democratic Appeal,"2.3.3 Het gebruik om aan etnische groepen, of activiteiten die op hen gericht zijn, specifieke subsidies te verstrekken of uitzonderingen aan te bieden wordt kritisch bezien.",Integration,AGAINST
aut: Austrian Freedom Party,"Der zunehmende Fundamentalismus eines radikalen Islams und dessen Vordringen nach Europa,",Immigration,AGAINST
dnk: Conservative People’s Party,"hvorefter udlændinge hurtigt kan komme til at fungere i det danske samfund, og 2. generationsproblemet undgås.",Integration,FAVOR
nld: Christian Union,Er zijn naar schatting ongeveer 40.000 dak- en thuislozen in ons land.,Integration,NONE
deu: The Left,• Abschiebehaft mit ihren unmenschlichen Bedingungen beenden;,Immigration,FAVOR
swe: Sweden Democrats,En kvinnofridsmiljard för ökad trygghet och aktiva insatser,Integration,AGAINST
aus: Liberal Party of Australia,"We will reserve 11,000 of the 13,750 refugee places each year for offshore applicants",Immigration,NONE
deu: Christian Democratic Union/C.Social Union ,Im Bereich des Asylrechts ist eine faire Lastenverteilung der Asylsuchenden auf die EU-Mitgliedsstaaten notwendig,Immigration,AGAINST
deu: Christian Democratic Union/C.Social Union ,"Auch auf die Aufklärung über Menschenrechte, Bürgerrechte und Sozialrechte",Integration,FAVOR
nld: Socialist Party,Alle vormen van discriminatie en achterstelling moeten hard worden aangepakt.,Integration,FAVOR
esp: Spanish Socialist Workers’ Party,"Y han aportado casi 0,5 puntos del PIB al superávit de las cuentas públicas, gracias a sus cotizaciones y tributos.",Integration,FAVOR
che: Green Party of Switzerland,einheitliche Verfahren für die Einbürgerungen in der ganzen Schweiz.,Integration,FAVOR
esp: United Left,"Promover el conocimiento e intercambio de las diversas lenguas y culturas de los pueblos de España entre todos sus habitantes,",Integration,FAVOR
fin: Left Wing Alliance,Ilmastomuutoksen torjunta ei saa nostaa pienituloisten elinkustannuksia.,Integration,FAVOR
aut: Austrian Freedom Party,"Gemäß der Genfer Flüchtlingskonvention (GFK) sind Flüchtlinge aus Regionen, welche die GFK anerkannt haben, unverzüglich rückzuführen!",Immigration,AGAINST
deu: Christian Democratic Union/C.Social Union ,Erfolgreiche Integration braucht das Zusammenwirken der zugewanderten und der einheimischen Bevölkerung.,Integration,FAVOR
usa: Democratic Party,"But instead of promoting the national interest, Republicans have blocked immigration reform in Congress and used the issue as a political wedge.",Immigration,FAVOR
nor: Conservative Party,". Høyre vil arbeide for et kulturliv som er mangfoldig, preget av toleranse, nysgjerrighet, tilgjengelighet, kvalitet og utvikling.",Integration,FAVOR
nor: Socialist Left Party,"Det må derfor være rom for forskjell i levemåter, religioner og kultur.",Integration,FAVOR
aut: The Greens,"Lesben, Schwule und Transgenderpersonen werden noch immer rechtlich und gesellschaftlich diskriminiert.",Integration,FAVOR
deu: Christian Democratic Union/C.Social Union ,Wir sind weltoffen und gastfreund­lich,Immigration,FAVOR
esp: Spanish Socialist Workers’ Party,"condición necesaria para hacer realidad los valores de integración, ciudadanía constitucional y de cohesión social en que se funda nuestra convivencia y nuestra seguridad pública.",Integration,FAVOR
deu: Alliance‘90/Greens,"Zudem erwarten wir, dass sie sich künftig verstärkt darum bemühen, mehr kleinere und mittlere Unternehmen, Unternehmer mit Migrationshintergrund und Frauen für ihre Gremien gewinnen.",Integration,FAVOR
fin: Christian Democrats in Finland,"Kansainvälisen kaupan yhteyksissä ja kehitysyhteistyössä hyödynnetään kohdemaista Suomeen muuttaneiden henkilöiden asiantuntemusta, yhteyksiä, kielitaitoa ja kulttuurien tuntemusta.",Integration,FAVOR
nor: Liberal Party,Tvangsreturnere hurtigere etter endelig avslag.,Immigration,AGAINST
nld: Green Left,"Het niet  behalen van het inburgeringexamen mag het verlenen van  de zelfstandige verblijfsvergunning niet in de weg staan,  maar wordt tegengegaan door boetes.",Integration,NONE
esp: Popular Party,"Impulsaremos el establecimiento de programas de aprendizaje del castellano, y las otras lenguas cooficiales, como herramienta básica para la integración.",Integration,FAVOR
nor: Conservative Party,"l ette arbeidsinnvandringen ved å etablere et felles servicesenter for politi, udI, nav  og skatteetaten.",Immigration,FAVOR
nld: Labour Party,"In het inburgeringstraject wordt onderwijs gegeven over grondrechten, maar in het bijzonder aandacht besteed aan het non-discriminatiebeginsel.",Integration,FAVOR
nor: Christian People’s Party,"Barn og unge med etnisk minoritetsbakgrunn må integreres i det norske samfunnet, samtidig som de må få mulighet til å ivareta sine familiers røtter.",Integration,FAVOR
deu: The Left,"Wir wollen die §§ 218, 219 StGB streichen.",Integration,FAVOR
deu: Alliance‘90/Greens,"Um dies zu erreichen, muss die Meldepflicht öffentlicher Stellen an die Ausländerbehörden entfallen.",Integration,FAVOR
aut: Alliance for the Future of Austria,"Wir werden uns auch auf internationaler Ebene dafür einsetzen, dass die Genfer Flüchtlingskonvention an die Herausforderungen der Massenwanderung angepasst wird.",Immigration,AGAINST
deu: Free Democratic Party,Ihr Ziel sollte eine gerechte Verantwortungs- und Lastenverteilung innerhalb der Europäischen Union sein,Immigration,FAVOR
fin: Finnish Rural Party,"Maahanmuuttopolitiikassa keskeinen asia on mielestämme se, että tänne tulevat pyritään integroimaan järjestelmään kunnolla ja järjestämään heille koulutusta ja töitä.",Integration,AGAINST
nld: Reformed Political Party,Het is wenselijk dat nieuwkomers op dergelijke punten kritisch blijven.,Integration,NONE
aut: Austrian People’s Party,"Die ÖVP tritt daher dafür ein, das Aufenthaltsrecht und das Ausländerbeschäftigungsrecht im Einvernehmen mit den Sozialpartnern zu harmonisieren, sobald es die Arbeitsmarktlage zulässt.",Integration,FAVOR
dnk: Socialist People’s Party,Tørke og oversvømmelser vil skabe sult og flygtningestrømme.,Immigration,AGAINST
aut: Austrian Freedom Party,Schaffung eines einheitlichen - verbindlichen und durchsetzbaren - Volksgruppen- bzw. Minderheitenrechtes auf hohem Standard in allen Staaten der EU,Integration,FAVOR
fin: Green Union,"Yhdessä eläminen edellyttää kaikilta sitoutumista demokratiaan,",Integration,FAVOR
fin: Finnish Rural Party,"On tärkeää käsitellä turvapaikkahakemukset nopeasti ja tehokkaasti, jotta yhteiskunnan varoja säästyy eikä henkilö, jolle turvapaikka lopulta myönnetään, turhaudu byrokratian takia tai laitostu.",Immigration,FAVOR
esp: Popular Party,Queremos una Administración que se encuentre al nivel del reto que constituye una España en la que uno de cada diez habitantes es inmigrante.,Immigration,FAVOR
nor: Socialist Left Party,SV vil derfor arbeide for å bedre kvinner med minoritetsbakgrunns stilling.,Integration,FAVOR
aut: Austrian Social Democratic Party,Der Erwerb der Sprachkompetenzen in Deutsch,Integration,FAVOR
deu: Social Democratic Party of Germany,Dazu brauchen wir eine bessere Förderung und gleiche Chancen vor allem im Bildungssystem.,Integration,FAVOR
nor: Progress Party,at de som k    ommer til Norge som resultat av familieinnvandring ikke gis rett til ny eller videre familieinnvandring,Immigration,AGAINST
swe: Sweden Democrats,för unga vuxna.,Integration,AGAINST
nld: Green Left,"Het zijn particuliere initiatieven die volop steun verdienen, maar er is meer nodig om te garanderen dat ieder kind in Nederland dezelfde kansen op goed onderwijs krijgt.",Integration,FAVOR
nor: Conservative Party,Innvandring har gjort Norge til et samfunn med et mangfold av kulturer.,Integration,FAVOR
deu: Alliance‘90/Greens,Wir brauchen daher eine grundlegende Reform des Asylverfahrensgesetzes,Immigration,FAVOR
swe: Centre Party,Sverige ska vara ett öppet och attraktivt land att invandra till.,Immigration,FAVOR
deu: Alliance‘90/Greens,"Langjährig hier lebende, bisher nur geduldete Menschen müssen über eine realitätstaugliche stichtagsunabhängige Bleiberechtsregelung eine sichere Zukunftsperspektive bekommen.",Immigration,FAVOR
aus: Australian Greens,"support education and other programs that seek to eliminate racism, promote belonging and encourage connection between people.",Integration,FAVOR
aut: Alliance for the Future of Austria,Der Anteil von ausländischen Kindern darf daher maximal 30 Prozent pro Schulklasse betragen.,Integration,AGAINST
nld: Green Left,"Jongeren, vrouwen en migranten krijgen meer kans op een baan in de wetenschap.",Integration,FAVOR
deu: Christian Democratic Union/C.Social Union ,Wir werden unverzüglich nach der Wahl die falschen Weichenstellungen der rot-grünen Bundesregierung korrigieren.,Immigration,AGAINST
nld: Party for the Animals,Het onderwijs zal conform artikel 26 van de Universele Verklaring van de Rechten van de Mens gericht moeten zijn op de ‘volle ontwikkeling van de menselijke persoonlijkheid en op de versterking van de eerbied voor de rechten van de mens en de fundamentele vrijheden.,Integration,FAVOR
nld: Green Left,De polarisatie rond migranten en moslims zet de vrijzinnigheid onder druk.,Integration,AGAINST
swe: Social Democratic Labour Party,"Människor drabbas av hatbrott på grund av sina åsikter, sitt ursprung eller sin sexuella läggning.",Integration,FAVOR
nld: Green Left,"Zulke windmolengevechten leiden af van de echte problemen, zoals de achterstand van migranten op de arbeidsmarkt en in het onderwijs, het isolement van sommige migrantenvrouwen en de relatief hoge criminaliteit onder jongens uit migrantengezinnen.",Integration,NONE
deu: Free Democratic Party,"Zur Verbesserung der Bedingungen gehört ebenso, Zuwanderungshemmnisse, wie Arbeitsverbote für mitwandernde Ehegatten, abzubauen.",Immigration,FAVOR
deu: Social Democratic Party of Germany,Die Mitgliedstaaten der EU müssen den Schutz ihrer Minderheiten in rechtlicher und tatsächlicher Hinsicht gewährleisten.,Integration,FAVOR
che: Christian Social Party,"Sie ist real, brisant und fordert uns heraus.",Immigration,FAVOR
deu: Free Democratic Party,Deutschland ist ein Einwanderungsland.,Immigration,FAVOR
deu: Alliance‘90/Greens,Wir wollen Wege zur Legalisierung des Aufenthalts ermöglichen.,Immigration,FAVOR
deu: Alliance‘90/Greens,"Katastrophen, Kriege, rassistische, sexistische Gewalt und Diktaturen zwingen Millionen zu Auswanderung und Flucht",Immigration,NONE
nor: Centre Party,Øke bemanningen på mottakene slik at ventetida kan brukes til aktivitet.,Immigration,FAVOR
dnk: Social Democratic Party,"Når det gælder integrationsindsatsen, skal der til gengæld på alle områder ændres kurs efter tre år med forringelser.",Integration,FAVOR
aut: Austrian Freedom Party,"Dies bedeutet sowohl gleiche Rechte als auch gleiche Pflichten,",Integration,NONE
nld: Reformed Political Party,"De SGP staat voor een slagvaardige Europese samenwerking die zich richt op grensoverschrijdende problemen, zoals de achteruitgang van het milieu, het bestrijden van de internationale criminaliteit, terrorisme en het reguleren van de toestroom van asielzoekers en illegale migranten.",Immigration,AGAINST
aus: Australian Greens,asylum seekers and refugees are no more of a threat to our borders or to society than anyone else and must be treated with compassion and dignity.,Immigration,FAVOR
che: Christian Social Party,"Menschen, welche aus einer Notsituation heraus ihre Heimat verlassen, brauchen den Schutz der Schweiz als Staat und die Hilfe der Schweizer Bevölkerung.",Immigration,FAVOR
aut: Alliance for the Future of Austria,o  Einrichtung eines Asylgerichtshofes,Immigration,FAVOR
nld: Christian Union,Het moment is gekomen om het huidige strenge beleid om te buigen naar een rechtvaardig beleid.,Immigration,FAVOR
nor: Liberal Party,Styrke Det flerspråklige bibliotek og flerkulturelle bibliotekprosjekter.,Integration,FAVOR
nld: Democrats‘66,D66 vindt dat de overheid uiterlijk binnen drie jaar moet beslissen over het verblijfsrecht van de asielzoeker.,Immigration,FAVOR
deu: Alliance‘90/Greens,"Bürgerinitiativen für die Revitalisierung von Stadtvierteln, Migrantenselbstorganisationen, selbstorganisierte Kinderläden, Frauengesundheitszentren bis hin zu neueren Formen wie Bürgerstiftungen, Wohnprojekten und Integrationsbetrieben.",Integration,FAVOR
dnk: Danish People’s Party,"Vi  kan nemlig hjælpe mange flere i  nærområderne for de penge, vi  skal bruge for bare at hjælpe en  flygtning her.",Immigration,NONE
nld: Socialist Party,Vreemdelingen horen niet te worden bewaard op zogenoemde ‘bajesboten’.,Immigration,FAVOR
swe: Christian Democratic Community Party ,I det ingår att arbeta aktivt mot mobbning och kränkande beteende.,Integration,NONE
aut: Austrian Freedom Party,insbesondere bei Strafverfahren.,Immigration,AGAINST
esp: Future Yes,"Ni la demanda ordinaria de vivienda, ni el aumento en la formación de nuevos hogares como consecuencia del proceso de emancipación de los jóvenes y los cambios en el modelo de familia, ni la llegada masiva de inmigrantes en la última década explican las tasas de edificación que hemos vivido.",Immigration,NONE
nor: Christian People’s Party,Skeptiske holdninger i befolkningen fører til at mange med fremmedkulturell bakgrunn blir diskriminert.,Integration,NONE
esp: United Left,"Por su parte, los inmigrantes “sin papeles” pueden cifrarse, según qué fuentes, entre 70.000 y 150.000.",Immigration,NONE
nld: People’s Party for Freedom and Democracy ,De VVD wil zich daarvoor tot het uiterste inspannen.,Integration,AGAINST
dnk: Danish People’s Party,• Sverige har siden 2006 givet næsten 10 gange så mange  asylansøgere opholdstilladelse.,Immigration,AGAINST
nld: Labour Party,In de toekomst zullen we daar tevens een alfabetiseringstoets aan verbinden.,Integration,AGAINST
deu: Christian Democratic Union/C.Social Union ,Deutschland ist ein ausländerfreundliches Land,Integration,FAVOR
nor: Progress Party,"det er et statlig ansvar å motta flyktninger, og derfor bør staten også dekke dokumenterte utgifter i inntil syv år ved utplassering av flyktninger i kommunene",Immigration,FAVOR
nld: People’s Party for Freedom and Democracy ,"Opvang van vluchtelingen dient, met behulp van de UNHCR, plaats te vinden in de regio.",Immigration,FAVOR
nor: Norwegian Labour Party,styrke oppfølgingen av avtalen om inkluderende arbeidsliv (IAavtalen),Integration,FAVOR
swe: Liberal People’s Party,Hatbrotten mot hbt-personer ökar.,Integration,AGAINST
deu: Alliance‘90/Greens,Deshalb wollen wir die Asylanerkennungsverfahren weiter verbessern.,Immigration,FAVOR
che: Swiss People’s Party,Ebenso ist gegen die Unterhöhlung unseres Staates durch die schleichende Einführung fremden Rechts vorzugehen.,Integration,AGAINST
nor: Liberal Party,Bidragsavhengighet skaper raskt passivitet.,Integration,FAVOR
deu: Alliance‘90/Greens,Grün steht für eine gestaltete Zuwanderung,Immigration,FAVOR
deu: Party of Democratic Socialism,"Erst auf dieser Grundlage ist eine differenzierte Integration auf Bundes-, Landes- und kommunaler Ebene möglich",Integration,FAVOR
nor: Conservative Party,"kultur og språk er grunnlaget for identitet og tilhørighet, men også viktig for å forstå andres kultur og religion",Integration,FAVOR
dnk: Liberals,"Venstre ønsker, at de i de første 7 år kun skal have en midlertidig opholdstilladelse,",Integration,AGAINST
dnk: Liberal Alliance,Vi ønsker et serviceeftersyn af hele udlændingeområdet.,Immigration,AGAINST
che: Green Party of Switzerland,"Oberstes Ziel der Schweizer Flüchtlingspolitik muss es sein, Schutzbedürftige zu erkennen und wirksam vor Verfolgung zu schützen.",Immigration,FAVOR
nld: Christian Union,Arbeidsmigranten kunnen het - tijdens hun arbeid in Nederland opgebouwde - AOW-recht niet meer meenemen bij terugkeer.,Immigration,NONE
deu: Christian Democratic Union/C.Social Union ,Wir werben für ein gutes und tolerantes Miteinander der Menschen.,Integration,FAVOR
aut: Austrian People’s Party,"Gerade in diesem Bereich sind aber alle Maßnahmen zu setzen, um die Zusammenarbeit",Immigration,AGAINST
deu: Alliance‘90/Greens,"Zur Beseitigung bestehender gesetzlicher Ungleichbehandlungen und Barrieren sind spezielle Regelungen für behinderte Menschen, Schwule und Lesben sowie MigrantInnen notwendig",Integration,FAVOR
deu: Christian Democratic Union/C.Social Union ,Ohne die Vertriebenen wäre der Wiederaufbau unseres Landes nach dem Zweiten Weltkrieg so nicht gelungen.,Integration,FAVOR
swe: Liberal People’s Party,SPRÅKKRAV FÖR MEDBORGARSKAP BÖR INFÖRAS.,Integration,AGAINST
nor: Norwegian Labour Party,at innvandrere informeres om rettigheter og plikter i norsk arbeidsliv og velferdssystem,Integration,AGAINST
fin: Finnish Rural Party,"Ei ole hyväksyttävää, että kotimaan turvattomuuteen vedoten voi luoda turvattomuutta johonkin toiseen maahan.",Integration,AGAINST
nld: Christian Union,Drie maanden na indiening van het asielverzoek gaat het recht op taalonderwijs in;,Integration,FAVOR
nld: Labour Party,"de inburgering vertraagd,",Integration,AGAINST
dnk: Liberals,Samtidig vil vi stramme sanktionerne ved afvisning af aktiveringstilbud.,Integration,FAVOR
esp: United Left,"Restituir al Asilo su carácter de Derecho Humano fundamental, con eliminación inmediata de la figura de “inadmisión a trámite” y",Immigration,FAVOR
swe: Liberal People’s Party,Kvaliteten måste höjas,Integration,FAVOR
deu: Free Democratic Party,"Das erleichtert den Einstieg in Arbeit für viele Menschen, zum Beispiel durch die Erhöhung der Verdienstgrenze für Mini-Jobs auf 450 Euro und die vereinfachte Anerkennung ausländischer Bildungsabschlüsse.",Integration,FAVOR
nor: Progress Party,10.At innvandrere og asylsøkere som  kommer fra områder med stor syk-domsrisiko gjennomgår en obliga-torisk helsetest.,Immigration,AGAINST
nor: Liberal Party,Innvandring er både positivt og nødvendig for Norge.,Immigration,FAVOR
usa: Democratic Party,"Each successive wave of immigrants has contributed to our country’s rich culture, economy and spirit.",Integration,FAVOR
esp: Popular Party,Tiempos nuevos requieren nuevas políticas de inmigración.,Immigration,FAVOR
deu: Christian Democratic Union/C.Social Union ,"Sie tragen Verantwortung dafür, dass ihre Kinder Deutsch lernen",Integration,NONE
aut: Austrian Freedom Party,weil die betreffende Person untergetaucht war.,Immigration,AGAINST
fin: Finnish Rural Party,"Näiden maahantulijoiden joukossa on aina myös henkilöitä, joiden motiivit saattavat olla hyvinkin arveluttavia.",Immigration,AGAINST
nor: Progress Party,". Dette omfatter flyktninger, asylsøkereog de som gis opphold av humanitære årsaker",Immigration,FAVOR
deu: Free Democratic Party,"o Sprache ist der Schlüssel zur Bildung, zum Erfolg und zu gesellschaftlicher Integration.",Integration,FAVOR
aut: Alliance for the Future of Austria,Schutz und Hilfe bei tatsächlicher Verfolgung.,Immigration,FAVOR
nld: Christian Union,"Met 22 gemeenten is specifiek ingezet op het terugdringen van overlast door Marokkaans-Nederlandse probleemjongeren, o.a. door gezinsmanagers en straatcoaches.",Integration,AGAINST
nor: Norwegian Labour Party,". Det er et mål at flere med minoritetsbakgrunn deltar aktivt i frivillig arbeid, både barn og voksne.",Integration,FAVOR
deu: Free Democratic Party,"-   Es gilt, gerade junge Menschen anhand der Diktaturgeschichte Deutschlands weiter für den Wert von Freiheit, Rechtsstaatlichkeit und Menschlichkeit zu sensibilisieren.",Integration,FAVOR
dnk: Danish People’s Party,"Mens lovlydige glædede sig over grænsekontrollen, var der  selvfølgelig surmuleri hos alle, der ikke har rent mel i posen:  Våbensmuglere, narkosmuglere, illegale indvandrere, kriminelle  hjemmerøvere, som i store, lukkede kassevogne før, i lynfart, frit  kunne drøne ind over Danmarks grænser.",Immigration,AGAINST
aut: Austrian Freedom Party,Asylanträge aus sicheren Drittländern sind abzulehnen.,Immigration,AGAINST
nor: Norwegian Labour Party,"gi Utlendingsdirektoratet innsyn i strafferegisteret, slik at kvinner kan opplyses om at ektefelle er dømt for vold eller utukt.",Immigration,FAVOR
esp: United Left,"Su satisfacción al sumarse al discurso del inmigrante bueno es el inmigrante con una elevada cualificación profesional y con vocación de asimilarse al nacional pasado un tiempo prudencial, no contribuye a hacer una pedagogía desde la izquierda sobre la realidad de la inmigración, su vínculo con las políticas de la globalización neoliberal y, sobre todo, permite la subsistencia de una situación de “irregularidad” administrativa que despoja a miles de seres humanos de sus más elementales derechos.",Integration,FAVOR
dnk: Red-Green Unity List,Gevinsten for beskæftigelsen har i bedste fald været minimal.,Integration,FAVOR
aut: Austrian Freedom Party,und provoziert Zuwanderung von ausschließlich an unseren Sozialleistungen interessierten Personen.,Immigration,AGAINST
aut: Austrian People’s Party,Unterstützung von Maßnahmen in der Siedlungs- und Wohnungspolitik zur Vermeidung von Ghettobildungen.,Integration,FAVOR
aut: Austrian Freedom Party,und ist mit einem lebenslangen Einreiseverbot zu belegen.,Immigration,AGAINST
deu: Social Democratic Party of Germany,Wir wissen aber auch: Das erfolgreiche Miteinander hängt vor allem von sozialen Faktoren ab.,Integration,NONE
deu: Alliance‘90/Greens,"Die Möglichkeit, einen Abschiebestopp nach § 54 Ausländergesetz zu erlassen, muß voll ausgeschöpft werden",Immigration,FAVOR
dnk: Danish People’s Party,Danmark skal ikke være et lukket land.,Immigration,FAVOR
